name,line
CABBIE," Any breath could be my last. It’s your only ’ope, Mr ’olmes. Bet on the aneurism."
SHERLOCK, I’m not a betting man.
CABBIE, D’you think I’m bitter?
SHERLOCK, What if I don’t take either?
CABBIE," Then I choose for you, and I force it down your throat. Right now there’s nothing you could do to stop me."
SHERLOCK, Especially as that’s the police.
CABBIE, I know. (He turns his head to glance over his shoulder at the flashing lights reflecting on the window pane.) I’m not blind.
CABBIE," You make the slightest move towards that phone, I’ll kill yer."
CABBIE, You wanna risk it?
CABBIE, Wouldn’t you rather risk this?
CABBIE, Which one do you think? Which one’s the good pill?
CABBIE, Come on. I know you’ve got a theory.
CABBIE, Oh. Interesting.
CABBIE, So what d’you think? Shall we?
CABBIE," Really, what do you think? Can you beat me?"
CABBIE," I bet you get bored, don’t you? A man like you, so clever. I’ll bet you’re not bored now."
CABBIE," This ... this right now – this is what you live for, innit, not being bored?"
LESTRADE, Did anyone see it? Where did it come from? Who is firing? Who is firing?
LESTRADE, Clear the area! Clear the area now!
SHERLOCK, Why have I got this blanket?
SHERLOCK, They keep putting this blanket on me.
LESTRADE, It’s for shock.
LESTRADE," Yeah, but some of the guys wanna take photographs."
SHERLOCK," So, the shooter wasn’t one of yours, then."
LESTRADE," God, no. We didn’t have time. But a guy like that would have had enemies, I suppose. One of them could have been following him. Whoever it was, he was gone by the time we got there and we’ve got nothing to go on."
SHERLOCK," Oh, I wouldn’t say that."
LESTRADE," Okay, gimme."
LESTRADE, I’ll write it down this time.
SHERLOCK," The bullet they just dug out of my wall was from a hand gun. A shot clean through the heart over that distance with that kind of a weapon – that’s a crack shot you’re looking for, but not just a marksman; a fighter. His hand couldn’t have shaken at all, so clearly he was acclimatised to violence."
SHERLOCK," He didn’t fire until I was in immediate danger, though, so strong moral principles. You’re looking for a man probably with a history of military service, nerves of steel ..."
SHERLOCK," Actually, do you know what? Um, ignore me."
LESTRADE, I’m sorry?
SHERLOCK, Ignore what I just said. It’s the shock talking.
SHERLOCK, Probably need this blanket.
SHERLOCK, I just need to discuss the rent.
LESTRADE, Sherlock ...
SHERLOCK, I’m sorry?
LESTRADE, Did you choose the right pill?
SHERLOCK," I dunno. In all the confusion, I lost track. I don’t know which I chose."
LESTRADE, Maybe he beat you.
JOHN, Sergeant Donovan’s been explaining everything to me. It’s ... the two pills? Dreadful business. Dreadful.
SHERLOCK, Where is it?
SHERLOCK, Don’t. Just don’t. What did you do with the gun?
JOHN," Oh, er, bottom of the Thames."
SHERLOCK," We need to get rid of the powder burns in your finger. I don’t suppose you’d serve time for this, but let’s avoid the court case."
JOHN," I ran after the cab, called the police, of course, and then I thought, better keep an eye on you."
SHERLOCK, Are you all right?
JOHN, Of course I’m all right.
SHERLOCK, You have just killed a man.
JOHN, I’ll sleep fine tonight.
JOHN," You were gonna take the damned pill, weren’t you?"
SHERLOCK, Course not. Playing for time.
JOHN," No, you weren’t. It’s how you get your kicks, isn’t it? Risking your life to prove you’re clever."
SHERLOCK, Why would I do that?
JOHN, ’Cause you’re an idiot.
SHERLOCK, Dinner?
JOHN, Starving.
SHERLOCK," There’s a good Chinese at the end of the road, stays open ’til two. You can always tell a good Chinese by examining the bottom third of the door handle."
LESTRADE, Oi! Sherlock!
LESTRADE, Still got questions for you.
JOHN," Er, Inspector Lestrade, to my certain knowledge, this man hasn’t eaten for several days."
LESTRADE, And who the hell are you?
LESTRADE," Okay, I’ll pull you in tomorrow. Off you go."
JOHN, Thank you.
SHERLOCK, So: ran after a cab. Told you that limp was psychosomatic.
JOHN, I knew it was.
SHERLOCK," You did get shot, though."
JOHN," Oh, yeah. In the shoulder."
SHERLOCK, Oh!
MRS HUDSON, Sherlock! What have you done to my house?
SHERLOCK," Nothing wrong with your house, Mrs Hudson, which is more than can be said for the dead serial killer on the first floor."
MRS HUDSON, Dead what?!
SHERLOCK, Good news for London; bad news for your carpet.
SHERLOCK," Good night, Mrs Hudson."
MRS HUDSON, I’m not your housekeeper!
JOHN," Night, Mrs Hudson!"
LESTRADE, Sergeant Donovan.
DONOVAN, Sir?
DONOVAN," What two, sir? "
